,MHdays,Discrim2,Insecurity2,EthRace5_2022,BIPOCAI,Gender3,Gender2,TransGender
1186,5,0,2,,BIPOC/AI,2,MaleFemale,0
1187,2,,3,3,BIPOC/AI,2,MaleFemale,0
1188,2,,0,5,white,2,MaleFemale,0
1189,3,,0,5,white,2,MaleFemale,0
1190,2,,1,5,white,1,MaleFemale,0
1191,10,0,0,5,white,2,MaleFemale,0
1192,30,,9,5,white,2,MaleFemale,0
1193,5,,8,5,white,2,MaleFemale,0
1194,4.5,0,2,5,white,2,MaleFemale,0
1195,8,0,1,5,white,2,MaleFemale,0
1196,1,,3,,BIPOC/AI,1,MaleFemale,0
1197,5,0,0,5,white,2,MaleFemale,0
1198,3,,0,5,white,2,MaleFemale,0
1199,4,0,2,5,white,2,MaleFemale,0
1200,1,0,0,5,white,1,MaleFemale,0
1201,10,0,1,5,white,2,MaleFemale,0
1202,2,0,0,5,white,2,MaleFemale,0
1203,30,0,6,5,white,2,MaleFemale,0
1204,2,,1,5,white,2,MaleFemale,0
1205,1,0,1,5,white,1,MaleFemale,0
1206,3,0,1,5,white,2,MaleFemale,0
1207,1,0,0,,BIPOC/AI,2,MaleFemale,0
1208,5,,0,5,white,2,MaleFemale,0
1209,10,,0,5,white,1,MaleFemale,0
1210,10,0,1,5,white,2,MaleFemale,0
1211,5,0,3,4,BIPOC/AI,2,MaleFemale,0
1212,10,,1,5,white,2,MaleFemale,0
1213,3,,0,5,white,2,MaleFemale,0
1214,1,0,3,5,white,2,MaleFemale,0
1215,3,,2,2,BIPOC/AI,1,MaleFemale,0
1216,20,0,5,5,white,2,MaleFemale,0
1217,2,0,5,5,white,2,MaleFemale,0
1218,2,,0,5,white,2,MaleFemale,0
1219,2,,0,5,white,1,MaleFemale,0
1220,30,0,1,5,white,2,MaleFemale,0
1221,2,0,0,5,white,2,MaleFemale,0
1222,4,0,2,5,white,2,MaleFemale,0
1223,3,0,3,5,white,2,MaleFemale,0
1224,2,0,2,5,white,1,MaleFemale,0
1225,5,,0,5,white,1,MaleFemale,0
1226,5,,1,5,white,2,MaleFemale,0
1227,4,0,2,5,white,2,MaleFemale,0
1228,2,,7,5,white,2,MaleFemale,0
1229,2,,3,5,white,2,MaleFemale,0
1230,1,,0,5,white,2,MaleFemale,0
1232,20,,,5,white,2,MaleFemale,0
1233,1,0,0,5,white,2,MaleFemale,0
1234,30,0,2,5,white,2,MaleFemale,0
1235,15,0,0,5,white,2,MaleFemale,0
1236,20,,0,5,white,1,MaleFemale,0
1237,2,,3,5,white,1,MaleFemale,0
1238,30,0,2,5,white,2,MaleFemale,0
1239,2,,2,5,white,2,MaleFemale,0
1240,6,0,1,5,white,2,MaleFemale,0
1241,1,0,6,5,white,1,MaleFemale,0
1242,2,0,2,5,white,1,MaleFemale,0
1243,10,,1,5,white,2,MaleFemale,0
1244,10,,0,5,white,2,MaleFemale,0
1245,5,,1,5,white,2,MaleFemale,0
1246,3,,0,5,white,1,MaleFemale,0
1247,10,,0,5,white,2,MaleFemale,0
1248,1,0,3,3,BIPOC/AI,2,MaleFemale,0
1249,2,0,1,5,white,2,MaleFemale,0
1250,5,0,1,5,white,2,MaleFemale,0
1251,30,0,4,5,white,2,MaleFemale,0
1252,1,1,2,5,white,2,MaleFemale,0
1253,15,,3,5,white,2,MaleFemale,0
1254,15,,0,,BIPOC/AI,2,MaleFemale,0
1255,2,,3,5,white,2,MaleFemale,0
1256,20,,14,5,white,2,MaleFemale,0
1257,10,0,0,5,white,2,MaleFemale,0
1258,1,0,2,5,white,2,MaleFemale,0
1259,3,,2,4,BIPOC/AI,2,MaleFemale,0
1260,2,,1,5,white,2,MaleFemale,0
1261,5,0,3,5,white,1,MaleFemale,0
1262,21,0,7,1,BIPOC/AI,1,MaleFemale,0
1263,3,,1,5,white,1,MaleFemale,0
1264,6,0,2,5,white,1,MaleFemale,0
1265,5,,1,5,white,1,MaleFemale,0
1266,4,,2,3,BIPOC/AI,1,MaleFemale,0
1267,3,0,2,5,white,2,MaleFemale,0
1268,2,0,1,5,white,2,MaleFemale,0
1269,2,0,2,,BIPOC/AI,2,MaleFemale,0
1270,8,1,,5,white,1,MaleFemale,0
1271,5,0,2,5,white,2,MaleFemale,0
1272,3,0,2,5,white,2,MaleFemale,0
1273,10,0,2,5,white,1,MaleFemale,0
1274,2,0,0,5,white,2,MaleFemale,0
1275,10,,2,5,white,2,MaleFemale,0
1276,3,,1,5,white,2,MaleFemale,0
1277,2,,6,5,white,2,MaleFemale,0
1278,2,,0,5,white,2,MaleFemale,0
1279,1,,2,5,white,2,MaleFemale,0
1280,15,0,3,5,white,2,MaleFemale,0
1281,6,,2,5,white,2,MaleFemale,0
1282,25,,4,5,white,2,MaleFemale,0
1283,25,,5,5,white,2,MaleFemale,0
1284,3,,2,5,white,1,MaleFemale,0
1285,5,0,3,5,white,3,AgenderNonbinaryGenderQueer,0
1286,3,,1,5,white,2,MaleFemale,0
1287,10,0,,5,white,2,MaleFemale,0
1288,2,0,0,5,white,1,MaleFemale,0
1289,10,0,2,5,white,1,MaleFemale,0
1290,5,,0,5,white,2,MaleFemale,0
1291,2,0,1,5,white,2,MaleFemale,0
1292,1,,1,5,white,1,MaleFemale,0
1293,1,,1,,BIPOC/AI,2,MaleFemale,0
1294,5,,6,5,white,2,MaleFemale,0
1295,20,,19,4,BIPOC/AI,2,MaleFemale,0
1296,15,0,0,5,white,1,MaleFemale,0
1297,3,0,3,5,white,2,MaleFemale,0
1298,3,,0,5,white,2,MaleFemale,0
1299,1,0,2,5,white,2,MaleFemale,0
1300,4,0,1,5,white,2,MaleFemale,0
1301,1,0,0,3,BIPOC/AI,2,MaleFemale,0
1302,30,1,2,5,white,2,MaleFemale,0
1304,1,,1,5,white,1,MaleFemale,0
1305,1,,1,5,white,1,MaleFemale,0
1306,2,,0,5,white,2,MaleFemale,0
1307,5,0,0,5,white,2,MaleFemale,0
1308,5,,3,5,white,1,MaleFemale,0
1309,10,0,1,5,white,2,MaleFemale,0
1310,3,,0,,BIPOC/AI,1,MaleFemale,0
1311,1,,1,5,white,2,MaleFemale,0
1312,15,,,5,white,2,MaleFemale,0
1313,2,0,2,5,white,2,MaleFemale,0
1314,5,0,1,5,white,1,MaleFemale,0
1315,2,0,2,5,white,2,MaleFemale,0
1316,20,0,2,5,white,2,MaleFemale,0
1317,4,,2,5,white,1,MaleFemale,0
1318,3,0,1,5,white,2,MaleFemale,0
1319,5,0,2,5,white,2,MaleFemale,0
1320,3,0,2,5,white,2,MaleFemale,0
1321,5,,0,5,white,2,MaleFemale,0
1322,15,0,2,5,white,1,MaleFemale,0
1323,1,,4,,BIPOC/AI,2,MaleFemale,0
1324,2,0,1,5,white,2,MaleFemale,0
1325,5,,1,3,BIPOC/AI,1,MaleFemale,0
1326,20,,1,5,white,2,MaleFemale,0
1327,3,,1,5,white,2,MaleFemale,0
1328,3,0,0,5,white,2,MaleFemale,0
1329,1,0,1,5,white,2,MaleFemale,0
1330,15,0,11,5,white,2,MaleFemale,0
1331,17,0,7,5,white,2,MaleFemale,0
1332,4,0,1,5,white,2,MaleFemale,0
1333,2,0,1,5,white,2,MaleFemale,0
1334,5,0,0,,BIPOC/AI,1,MaleFemale,0
1335,1,0,4,5,white,1,MaleFemale,0
1336,15,0,7,4,BIPOC/AI,3,AgenderNonbinaryGenderQueer,1
1337,15,0,3,5,white,2,MaleFemale,0
1338,2,0,2,5,white,2,MaleFemale,0
1339,10,,2,5,white,2,MaleFemale,0
1340,15,0,0,5,white,1,MaleFemale,0
1341,2,0,2,5,white,2,MaleFemale,0
1342,20,0,3,5,white,2,MaleFemale,0
1343,2,,3,3,BIPOC/AI,1,MaleFemale,0
1344,2,0,1,5,white,2,MaleFemale,0
1345,5,0,0,5,white,1,MaleFemale,0
1346,10,,0,5,white,2,MaleFemale,0
1347,3,,5,5,white,2,MaleFemale,0
1348,1,,0,5,white,1,MaleFemale,0
1349,3,0,1,5,white,1,MaleFemale,0
1350,3,,2,5,white,1,MaleFemale,0
1351,10,,4,,BIPOC/AI,2,MaleFemale,0
1352,1,0,,5,white,1,MaleFemale,0
1353,10,0,0,5,white,2,MaleFemale,0
1354,15,0,2,5,white,2,MaleFemale,0
1355,4,,,4,BIPOC/AI,2,MaleFemale,0
1356,3,0,0,5,white,1,MaleFemale,0
1357,10,0,0,5,white,2,MaleFemale,0
1358,16,0,5,,BIPOC/AI,1,MaleFemale,0
1359,5,0,0,5,white,2,MaleFemale,0
1360,1,0,1,5,white,2,MaleFemale,0
1361,20,,3,5,white,2,MaleFemale,0
1362,1,,0,5,white,2,MaleFemale,0
1363,15,0,4,5,white,2,MaleFemale,0
1364,10,0,2,5,white,1,MaleFemale,0
1365,2,0,2,5,white,2,MaleFemale,0
1366,10,,2,5,white,2,MaleFemale,0
1367,1,0,1,5,white,2,MaleFemale,0
1368,25,0,2,5,white,1,MaleFemale,0
1369,5,0,1,5,white,2,MaleFemale,0
1370,5,,0,5,white,2,MaleFemale,0
1371,3,0,3,5,white,2,MaleFemale,0
1372,30,0,1,5,white,2,MaleFemale,0
1373,3,0,0,5,white,2,MaleFemale,0
1374,5,,1,5,white,1,MaleFemale,0
1375,2.5,,1,5,white,2,MaleFemale,0
1376,5,0,5,5,white,1,MaleFemale,0
1377,30,0,3,5,white,2,MaleFemale,1
1378,3,,0,5,white,2,MaleFemale,0
1379,2,,7,5,white,2,MaleFemale,0
1380,1,0,2,5,white,2,MaleFemale,0
1381,7,,4,5,white,1,MaleFemale,0
1382,3,0,0,5,white,1,MaleFemale,0
1383,10,0,1,5,white,2,MaleFemale,0
1384,30,,1,5,white,2,MaleFemale,0
1385,1,0,0,5,white,2,MaleFemale,0
1386,3,0,2,5,white,2,MaleFemale,0
1387,4,0,1,5,white,2,MaleFemale,0
1388,3,0,2,5,white,2,MaleFemale,0
1389,5,0,2,5,white,1,MaleFemale,0
1390,30,,1,5,white,1,MaleFemale,0
1391,20,0,1,5,white,2,MaleFemale,0
1392,3,0,3,5,white,2,MaleFemale,0
1393,5,0,0,5,white,2,MaleFemale,0
1394,15,0,3,5,white,1,MaleFemale,0
1395,10,0,1,5,white,1,MaleFemale,0
1396,1,0,2,5,white,2,MaleFemale,0
1397,25,0,7,5,white,2,MaleFemale,0
1398,1,0,1,5,white,2,MaleFemale,0
1399,20,,,3,BIPOC/AI,2,MaleFemale,0
1400,1,0,0,5,white,2,MaleFemale,0
1401,4,,2,5,white,1,MaleFemale,0
1402,1,,3,5,white,2,MaleFemale,0
1403,5,,6,4,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
1404,10,0,5,5,white,1,MaleFemale,0
1405,2,0,4,5,white,2,MaleFemale,0
1406,1,,3,,BIPOC/AI,2,MaleFemale,0
1407,4,0,3,5,white,2,MaleFemale,0
1408,8,0,4,5,white,1,MaleFemale,0
1409,3,0,1,5,white,1,MaleFemale,0
1410,4,,3,5,white,1,MaleFemale,0
1411,3,0,4,5,white,2,MaleFemale,0
1412,5,0,0,5,white,2,MaleFemale,0
1413,5,,4,5,white,2,MaleFemale,0
1414,4,1,9,5,white,1,MaleFemale,0
1415,3,0,1,5,white,2,MaleFemale,0
1416,4,0,3,5,white,2,MaleFemale,0
1417,3,0,2,5,white,1,MaleFemale,0
1418,1,0,2,5,white,2,MaleFemale,0
1419,15,,9,,BIPOC/AI,2,MaleFemale,0
1420,1,0,1,5,white,2,MaleFemale,0
1421,5,0,2,5,white,1,MaleFemale,0
1422,5,0,0,,BIPOC/AI,2,MaleFemale,0
1423,5,,2,5,white,1,MaleFemale,0
1424,10,0,3,5,white,2,MaleFemale,0
1425,25,,8,5,white,2,MaleFemale,0
1426,10,,4,5,white,2,MaleFemale,0
1427,20,0,2,5,white,2,MaleFemale,0
1428,5,0,,,BIPOC/AI,1,MaleFemale,0
1429,15,,2,5,white,2,MaleFemale,0
1430,3,0,1,5,white,1,MaleFemale,0
1431,2,0,4,5,white,1,MaleFemale,0
1432,5,0,0,5,white,2,MaleFemale,0
1433,1,,0,5,white,2,MaleFemale,0
1434,10,0,1,5,white,2,MaleFemale,0
1435,10,0,5,5,white,2,MaleFemale,0
1436,2,0,1,5,white,2,MaleFemale,0
1437,6,0,2,5,white,1,MaleFemale,0
1438,5,0,4,5,white,2,MaleFemale,0
1439,12,,,4,BIPOC/AI,2,MaleFemale,0
1440,20,,5,5,white,2,MaleFemale,0
1441,5,,3,5,white,2,MaleFemale,0
1442,2,0,2,5,white,2,MaleFemale,0
1443,3,0,1,5,white,2,MaleFemale,0
1444,5,,1,3,BIPOC/AI,2,MaleFemale,0
1445,20,,5,5,white,1,MaleFemale,0
1447,5,,4,5,white,1,MaleFemale,0
1448,20,0,9,4,BIPOC/AI,2,MaleFemale,0
1449,2,0,3,5,white,2,MaleFemale,0
1450,3,,1,5,white,2,MaleFemale,0
1451,4,0,2,5,white,2,MaleFemale,0
1452,21,0,3,5,white,2,MaleFemale,0
1453,3,,1,5,white,2,MaleFemale,0
1454,2.5,,1,,BIPOC/AI,1,MaleFemale,0
1455,3,0,2,5,white,1,MaleFemale,0
1456,1.5,0,1,5,white,1,MaleFemale,0
1457,3,0,3,5,white,2,MaleFemale,0
1458,10,0,0,5,white,2,MaleFemale,0
1459,10,,0,5,white,2,MaleFemale,0
1460,20,0,2,5,white,3,AgenderNonbinaryGenderQueer,0
1461,15,,4,,BIPOC/AI,2,MaleFemale,0
1462,2,0,1,3,BIPOC/AI,1,MaleFemale,0
1463,6,0,5,5,white,2,MaleFemale,0
1464,10,,14,1,BIPOC/AI,2,MaleFemale,0
1465,15,0,2,,BIPOC/AI,2,MaleFemale,0
1466,14,,6,5,white,2,MaleFemale,0
1467,7,0,1,3,BIPOC/AI,2,MaleFemale,0
1468,1.5,,1,5,white,2,MaleFemale,0
1469,5,,3,5,white,2,MaleFemale,0
1470,4,0,0,5,white,2,MaleFemale,0
1471,20,,,5,white,1,MaleFemale,0
1472,10,,5,5,white,1,MaleFemale,0
1473,7,1,1,,BIPOC/AI,2,MaleFemale,0
1474,30,,,1,BIPOC/AI,2,MaleFemale,0
1475,10,,0,5,white,2,MaleFemale,0
1476,5,0,1,5,white,2,MaleFemale,0
1477,10,0,5,5,white,1,MaleFemale,0
1478,4,0,1,5,white,1,MaleFemale,0
1479,2,0,0,5,white,2,MaleFemale,0
1480,5,,1,5,white,2,MaleFemale,0
1481,15,,5,3,BIPOC/AI,2,MaleFemale,0
1482,20,,4,5,white,2,MaleFemale,0
1483,10,0,2,3,BIPOC/AI,2,MaleFemale,0
1484,30,1,2,,BIPOC/AI,2,MaleFemale,0
1485,2,,1,5,white,2,MaleFemale,0
1486,4,,0,5,white,1,MaleFemale,0
1487,4,,1,5,white,1,MaleFemale,0
1488,1,0,0,5,white,1,MaleFemale,0
1489,2,0,1,5,white,2,MaleFemale,0
1491,2,,1,5,white,2,MaleFemale,0
1492,3,0,2,3,BIPOC/AI,2,MaleFemale,0
1493,3,,1,5,white,2,MaleFemale,0
1494,4,0,1,5,white,2,MaleFemale,0
1495,1,,2,5,white,1,MaleFemale,0
1496,8,0,0,5,white,1,MaleFemale,0
1497,25,,3,5,white,2,MaleFemale,0
1498,15,,3,5,white,2,MaleFemale,0
1499,5,1,2,3,BIPOC/AI,1,MaleFemale,0
1500,2,0,2,5,white,2,MaleFemale,0
1501,1,0,2,5,white,2,MaleFemale,0
1502,20,,3,5,white,2,MaleFemale,0
1503,5,,,,BIPOC/AI,2,MaleFemale,0
1504,1,0,11,5,white,2,MaleFemale,0
1505,5,0,5,5,white,2,MaleFemale,0
1506,23,0,6,5,white,2,MaleFemale,0
1507,3,,3,5,white,2,MaleFemale,0
1508,2,1,3,3,BIPOC/AI,2,MaleFemale,0
1509,3,0,3,5,white,2,MaleFemale,0
1510,10,0,0,5,white,2,MaleFemale,0
1511,6,,,5,white,1,MaleFemale,0
1512,10,,3,5,white,1,MaleFemale,0
1513,4,,1,5,white,2,MaleFemale,0
1514,3,0,0,5,white,1,MaleFemale,0
1515,5,,4,5,white,1,MaleFemale,0
1516,5,0,0,5,white,1,MaleFemale,0
1517,2,,0,,BIPOC/AI,2,MaleFemale,0
1518,10,0,2,5,white,2,MaleFemale,0
1519,3,,2,5,white,1,MaleFemale,0
1520,2,,1,5,white,2,MaleFemale,0
1521,12,0,1,5,white,2,MaleFemale,0
1522,2,0,0,5,white,2,MaleFemale,0
1523,2,,1,4,BIPOC/AI,1,MaleFemale,0
1524,2,0,1,5,white,2,MaleFemale,0
1525,2,0,1,5,white,2,MaleFemale,0
1526,2,0,2,5,white,1,MaleFemale,0
1527,3,0,1,5,white,2,MaleFemale,0
1528,2,0,3,5,white,2,MaleFemale,0
1529,2,,0,5,white,2,MaleFemale,0
1530,5,0,0,5,white,1,MaleFemale,0
1531,5,0,2,5,white,1,MaleFemale,0
1532,1,0,0,5,white,2,MaleFemale,0
1533,5,0,3,5,white,2,MaleFemale,0
1534,1,0,0,5,white,1,MaleFemale,0
1535,10,0,1,5,white,2,MaleFemale,0
1537,7,0,1,5,white,2,MaleFemale,0
1538,4,,7,5,white,2,MaleFemale,0
1539,3,0,0,5,white,1,MaleFemale,0
1540,5,0,0,5,white,2,MaleFemale,0
1541,3,,3,5,white,2,MaleFemale,0
1542,5,,1,5,white,1,MaleFemale,0
1543,10,,3,5,white,2,MaleFemale,0
1544,2,0,0,5,white,2,MaleFemale,0
1545,15,,0,5,white,2,MaleFemale,0
1546,30,,1,5,white,2,MaleFemale,0
1547,3,,5,5,white,1,MaleFemale,0
1548,2,0,5,1,BIPOC/AI,1,MaleFemale,0
1549,5,,0,5,white,2,MaleFemale,0
1550,1,,7,5,white,1,MaleFemale,0
1551,15,,1,5,white,2,MaleFemale,0
1552,2,,4,5,white,2,MaleFemale,0
1553,30,,2,5,white,2,MaleFemale,0
1554,4,,,5,white,2,MaleFemale,0
1555,2,,2,5,white,1,MaleFemale,0
1556,2,0,1,5,white,2,MaleFemale,0
1557,3,0,0,5,white,2,MaleFemale,0
1558,1,0,0,5,white,2,MaleFemale,0
1559,20,0,0,5,white,1,MaleFemale,0
1560,2,,6,5,white,2,MaleFemale,0
1562,2,,2,5,white,2,MaleFemale,0
1563,10,,0,5,white,2,MaleFemale,0
1564,5,0,1,5,white,2,MaleFemale,0
1565,3,0,1,5,white,2,MaleFemale,0
1566,1,,2,5,white,2,MaleFemale,0
1567,2,,0,,BIPOC/AI,2,MaleFemale,0
1568,0.5,,0,5,white,2,MaleFemale,0
1569,2,0,1,5,white,2,MaleFemale,0
1570,5,,10,3,BIPOC/AI,2,MaleFemale,0
1571,4,,0,5,white,2,MaleFemale,0
1572,2,0,3,5,white,2,MaleFemale,0
1574,1,0,3,3,BIPOC/AI,2,MaleFemale,0
1575,1,,,5,white,1,MaleFemale,0
1576,15,,5,5,white,2,MaleFemale,0
1577,2,0,3,5,white,2,MaleFemale,0
1578,3,,,4,BIPOC/AI,1,MaleFemale,0
1579,6,0,1,,BIPOC/AI,2,MaleFemale,0
1580,1,,1,5,white,2,MaleFemale,0
1581,2,,3,5,white,1,MaleFemale,0
1582,4.5,,0,5,white,2,MaleFemale,0
1583,15,,3,5,white,1,MaleFemale,0
1584,3,0,2,5,white,1,MaleFemale,0
1585,10,,2,5,white,2,MaleFemale,0
1586,20,,1,5,white,2,MaleFemale,0
1587,5,0,0,5,white,1,MaleFemale,0
1588,2,0,2,5,white,2,MaleFemale,0
1589,2,0,0,5,white,2,MaleFemale,0
1590,1,0,1,5,white,2,MaleFemale,0
1591,2,,5,2,BIPOC/AI,2,MaleFemale,0
1592,16,,6,5,white,2,MaleFemale,0
1593,30,0,1,5,white,2,MaleFemale,0
1594,5,0,0,5,white,1,MaleFemale,0
1595,2,,1,5,white,2,MaleFemale,0
1596,10,1,5,5,white,2,MaleFemale,0
1597,25,0,0,5,white,1,MaleFemale,0
1598,2,0,1,5,white,2,MaleFemale,0
1599,15,,3,5,white,2,MaleFemale,0
1600,5,0,2,5,white,1,MaleFemale,0
1601,30,0,8,5,white,2,MaleFemale,0
1602,3,0,1,5,white,2,MaleFemale,0
1603,1.5,,0,5,white,1,MaleFemale,0
1604,3,,0,5,white,1,MaleFemale,0
1605,4,0,1,,BIPOC/AI,2,MaleFemale,0
1606,3,0,0,5,white,2,MaleFemale,0
1607,2,0,0,5,white,2,MaleFemale,0
1608,1,,3,5,white,2,MaleFemale,0
1609,3,,4,5,white,2,MaleFemale,0
1610,1,0,0,5,white,2,MaleFemale,0
1611,5,,7,3,BIPOC/AI,2,MaleFemale,0
1612,4,,9,5,white,2,MaleFemale,0
1613,7,0,1,5,white,1,MaleFemale,0
1614,2,,,5,white,2,MaleFemale,0
1615,5,,2,1,BIPOC/AI,2,MaleFemale,0
1616,2,,,5,white,1,MaleFemale,0
1617,5,0,0,5,white,2,MaleFemale,0
1618,2,0,2,5,white,2,MaleFemale,0
1619,1,,5,5,white,1,MaleFemale,0
1620,2,0,0,5,white,1,MaleFemale,0
1621,2,0,2,5,white,2,MaleFemale,0
1622,7,0,9,5,white,2,MaleFemale,0
1623,2,,,5,white,2,MaleFemale,0
1624,26,,5,5,white,2,MaleFemale,0
1625,21,,7,5,white,1,MaleFemale,0
1626,20,,6,1,BIPOC/AI,1,MaleFemale,0
1627,2,1,5,5,white,1,MaleFemale,1
1628,1,,1,5,white,2,MaleFemale,0
1629,2,,1,5,white,2,MaleFemale,0
1630,1,0,2,5,white,2,MaleFemale,0
1631,5,,5,5,white,1,MaleFemale,0
1632,4,0,0,5,white,2,MaleFemale,0
1633,3,,2,5,white,2,MaleFemale,0
1634,2,0,0,5,white,2,MaleFemale,0
1635,2,0,3,5,white,1,MaleFemale,0
1636,2,1,1,5,white,2,MaleFemale,0
1637,10,0,4,5,white,1,MaleFemale,0
1638,2,,3,5,white,2,MaleFemale,0
1639,15,,3,5,white,1,MaleFemale,0
1640,2,0,1,5,white,2,MaleFemale,0
1641,10,,2,5,white,2,MaleFemale,0
1642,1,0,3,2,BIPOC/AI,2,MaleFemale,0
1643,12,0,1,5,white,2,MaleFemale,0
1644,3,0,2,3,BIPOC/AI,2,MaleFemale,0
1645,20,1,16,4,BIPOC/AI,2,MaleFemale,0
1646,5,0,0,5,white,2,MaleFemale,0
1647,4,0,2,5,white,2,MaleFemale,0
1648,3,0,0,,BIPOC/AI,2,MaleFemale,0
1649,3,0,2,5,white,2,MaleFemale,0
1650,10,,6,5,white,2,MaleFemale,0
1651,2,,0,5,white,2,MaleFemale,0
1652,10,1,5,5,white,1,MaleFemale,0
1653,20,,1,5,white,2,MaleFemale,0
1654,7.5,,9,5,white,2,MaleFemale,0
1655,12,0,2,5,white,2,MaleFemale,0
1656,5,0,0,5,white,2,MaleFemale,0
1657,20,0,4,3,BIPOC/AI,2,MaleFemale,0
1658,10,,1,5,white,2,MaleFemale,0
1659,25,0,0,5,white,1,MaleFemale,0
1660,4,,0,5,white,2,MaleFemale,0
1661,1,0,0,5,white,1,MaleFemale,0
1662,1,0,3,5,white,1,MaleFemale,0
1663,1,,1,5,white,1,MaleFemale,0
1664,1,0,2,5,white,2,MaleFemale,0
1665,6,0,3,5,white,2,MaleFemale,0
1666,2,0,3,5,white,2,MaleFemale,0
1667,8,0,1,,BIPOC/AI,2,MaleFemale,0
1668,2,0,2,5,white,2,MaleFemale,0
1669,20,0,4,5,white,2,MaleFemale,0
1670,2,0,0,5,white,1,MaleFemale,0
1671,2,0,2,5,white,2,MaleFemale,0
1672,6,0,2,5,white,3,AgenderNonbinaryGenderQueer,1
1673,5,0,1,5,white,2,MaleFemale,0
1674,5,,0,5,white,2,MaleFemale,0
1675,1,,5,3,BIPOC/AI,1,MaleFemale,0
1676,2,0,0,5,white,2,MaleFemale,0
1677,4,,2,5,white,2,MaleFemale,0
1678,4,,3,5,white,2,MaleFemale,0
1679,10,0,1,5,white,2,MaleFemale,0
1680,1,0,2,5,white,2,MaleFemale,0
1681,15,0,5,5,white,2,MaleFemale,0
1682,2,,1,5,white,2,MaleFemale,0
1683,8,0,4,,BIPOC/AI,2,MaleFemale,0
1684,5,,6,,BIPOC/AI,1,MaleFemale,0
1685,5,0,0,5,white,2,MaleFemale,0
1686,25,1,1,,BIPOC/AI,2,MaleFemale,0
1687,10,0,4,5,white,2,MaleFemale,0
1688,5,0,1,5,white,2,MaleFemale,0
1689,1,,0,5,white,1,MaleFemale,0
1690,5,0,0,5,white,1,MaleFemale,0
1691,7,0,2,5,white,2,MaleFemale,0
1692,15,0,0,5,white,1,MaleFemale,0
1693,15,0,2,5,white,2,MaleFemale,0
1694,5,0,0,5,white,2,MaleFemale,0
1695,4,0,1,5,white,2,MaleFemale,0
1696,2,,2,4,BIPOC/AI,1,MaleFemale,0
1697,30,0,14,3,BIPOC/AI,2,MaleFemale,0
1699,1,,2,5,white,1,MaleFemale,0
1700,4,0,0,5,white,1,MaleFemale,0
1701,2,,0,,BIPOC/AI,2,MaleFemale,0
1702,10,,0,5,white,2,MaleFemale,0
1703,15,,0,5,white,1,MaleFemale,0
1704,2,0,1,5,white,2,MaleFemale,0
1705,20,0,0,5,white,2,MaleFemale,0
1706,28,0,2,5,white,2,MaleFemale,0
1707,1,0,0,5,white,2,MaleFemale,0
1708,12,0,2,5,white,2,MaleFemale,0
1709,30,,1,5,white,1,MaleFemale,0
1710,10,0,0,5,white,2,MaleFemale,0
1712,2,0,0,5,white,1,MaleFemale,0
1713,4.5,1,2,5,white,2,MaleFemale,0
1714,10,0,2,5,white,2,MaleFemale,0
1715,28,0,,5,white,2,MaleFemale,0
1716,9,,0,5,white,2,MaleFemale,0
1717,2,,3,5,white,1,MaleFemale,0
1718,1,,1,5,white,2,MaleFemale,0
1719,2,0,1,5,white,2,MaleFemale,0
1720,12,0,2,3,BIPOC/AI,1,MaleFemale,0
1721,1,,0,1,BIPOC/AI,2,MaleFemale,0
1722,2,,0,5,white,2,MaleFemale,0
1723,2,0,0,5,white,2,MaleFemale,0
1725,2,0,1,5,white,2,MaleFemale,0
1726,4,0,1,5,white,2,MaleFemale,0
1727,8,0,3,5,white,2,MaleFemale,0
1728,5,,0,5,white,2,MaleFemale,0
1729,4,0,0,5,white,2,MaleFemale,0
1730,15,0,0,5,white,2,MaleFemale,0
1731,3,0,2,5,white,2,MaleFemale,0
1732,2,0,0,5,white,2,MaleFemale,0
1733,3,,1,5,white,2,MaleFemale,0
1734,1,0,2,5,white,2,MaleFemale,0
1735,2,0,0,5,white,2,MaleFemale,0
1736,15,1,0,5,white,2,MaleFemale,0
1737,3,0,1,5,white,1,MaleFemale,0
1738,15,0,6,5,white,1,MaleFemale,0
1739,5,0,1,5,white,2,MaleFemale,0
1740,3,0,0,5,white,2,MaleFemale,0
1741,2,0,0,5,white,2,MaleFemale,0
1742,5,,1,5,white,2,MaleFemale,0
1743,4,,4,5,white,1,MaleFemale,0
1744,2,,0,,BIPOC/AI,2,MaleFemale,0
1745,4,0,0,5,white,2,MaleFemale,0
1746,4,0,0,5,white,2,MaleFemale,0
1747,10,0,2,5,white,1,MaleFemale,0
1748,5,0,2,5,white,2,MaleFemale,0
1749,1,0,3,5,white,2,MaleFemale,0
1750,2,,,5,white,2,MaleFemale,0
1751,15,0,9,5,white,1,MaleFemale,0
1752,20,,7,5,white,2,MaleFemale,0
1753,3,0,0,5,white,1,MaleFemale,0
1754,2,0,2,5,white,2,MaleFemale,0
1755,7,,0,5,white,2,MaleFemale,0
1756,1,0,2,5,white,1,MaleFemale,0
1757,2,0,1,5,white,2,MaleFemale,0
1758,3,,1,5,white,2,MaleFemale,0
1759,7,0,0,5,white,2,MaleFemale,0
1760,2,0,0,5,white,2,MaleFemale,0
1761,1,,2,5,white,1,MaleFemale,0
1762,2,0,9,5,white,2,MaleFemale,0
